concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
AUTOPISTA FERNÃO DIAS;2007;Contorno/MG;Crescente;Dupla;2;0,000;-19,961277;-19,991458;7,400;-44,155936;-44,207061
AUTOPISTA FERNÃO DIAS;2007;Contorno/MG;Decrescente;Dupla;2;7,400;-19,992136;-19,961859;0,000;-44,206809;-44,155712
AUTOPISTA FERNÃO DIAS;2007;Alça 1/SP;Decrescente;Simples;1;68,150;-23,343481;-23,336109;67,500;-46,572560;-46,575398
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;0,000;-21,222705;-21,507641;34,925;-41,309549;-41,337063
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;34,926;-21,507641;-21,519027;36,265;-41,337063;-41,334100
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;36,266;-21,519027;-21,821190;84,600;-41,334100;-41,475654
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;84,601;-21,821190;-22,217086;144,600;-41,475654;-41,757511
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;144,601;-22,217086;-22,464814;190,300;-41,757511;-42,068087
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;190,301;-22,464814;-22,475474;205,090;-42,068087;-42,189493
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;205,091;-22,475474;-22,481995;208,800;-42,189493;-42,224202
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;208,801;-22,481995;-22,504532;215,065;-42,224202;-42,272413
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;215,066;-22,504532;-22,506773;217,975;-42,272413;-42,298027
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;217,976;-22,506773;-22,610794;236,180;-42,298027;-42,405946
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;236,181;-22,610794;-22,614155;236,905;-42,405946;-42,411728
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;236,906;-22,614155;-22,711412;261,120;-42,411728;-42,612582
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Simples;1;261,121;-22,711412;-22,713340;261,785;-42,612582;-42,618407
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Dupla;2;261,786;-22,713340;-22,861824;320,265;-42,618407;-43,107339
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Multifaixa;3;320,266;-22,861824;-22,864836;320,599;-43,107339;-43,107906
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;Multifaixa;4;320,600;-22,864842;-22,877779;322,100;-43,107909;-43,110698
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;0,000;-21,222705;-21,831434;81,380;-41,309549;-41,450566
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;81,381;-21,831434;-21,822270;82,905;-41,450566;-41,459892
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;82,906;-21,822270;-21,821260;84,600;-41,459892;-41,476153
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;84,601;-21,821260;-22,216882;144,600;-41,476153;-41,757085
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;144,601;-22,216882;-22,464940;190,300;-41,757085;-42,068396
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;190,301;-22,464940;-22,475643;205,185;-42,068396;-42,190377
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;205,186;-22,475643;-22,482143;208,200;-42,190377;-42,225316
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;208,201;-22,482143;-22,506055;215,435;-42,225316;-42,275487
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;215,436;-22,506055;-22,507891;218,235;-42,275487;-42,300250
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;218,236;-22,507891;-22,611359;236,275;-42,300250;-42,406736
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Simples;1;236,276;-22,611359;-22,614984;237,000;-42,406736;-42,412953
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Dupla;2;237,001;-22,614984;-22,861293;320,195;-42,412953;-43,107033
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;Multifaixa;3;320,196;-22,861293;-22,877788;322,100;-43,107033;-43,110571
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;230,000;-27,776564;-27,788436;231,399;-48,634697;-48,636516
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;231,400;-27,788437;-27,902641;244,680;-48,636517;-48,649209
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;244,680;-27,902648;-27,719085;223,301;-48,648972;-48,646510
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Multifaixa;3;223,300;-27,719086;-27,712590;222,401;-48,646511;-48,650752
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;222,400;-27,712591;-27,085814;145,801;-48,650753;-48,607898
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Multifaixa;3;145,800;-27,085815;-27,080684;144,901;-48,607899;-48,600726
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;144,900;-27,080685;-26,385545;49,501;-48,600727;-48,847571
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Multifaixa;3;49,500;-26,385546;-26,381303;48,801;-48,847572;-48,851645
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;48,800;-26,381304;-26,355109;45,701;-48,851646;-48,858806
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Multifaixa;3;45,700;-26,355110;-26,348954;45,001;-48,858807;-48,857322
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;45,000;-26,348955;-25,981135;0,000;-48,857323;-48,886793
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;Dupla;2;71,100;-25,344021;-25,528096;95,099;-49,043320;-49,141429
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;Multifaixa;3;95,100;-25,528097;-25,532985;95,799;-49,141430;-49,145823
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;Dupla;2;95,800;-25,532986;-25,544032;115,200;-49,145824;-49,304237
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;115,200;-25,544180;-25,570289;105,901;-49,304298;-49,217399
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;105,900;-25,570290;-25,571929;104,601;-49,217400;-49,204577
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;104,600;-25,571930;-25,344049;71,100;-49,204578;-49,043156
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;0,000;-25,981070;-26,348746;44,999;-48,886704;-48,857348
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;45,000;-26,348747;-26,353124;45,499;-48,857349;-48,858558
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;45,500;-26,353125;-27,026273;138,299;-48,858559;-48,606421
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;138,300;-27,026274;-27,057877;142,299;-48,606422;-48,597693
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;142,300;-27,057878;-27,081208;144,999;-48,597694;-48,601146
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;145,000;-27,081209;-27,085538;145,799;-48,601147;-48,607539
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;145,800;-27,085539;-27,568482;203,399;-48,607540;-48,613975
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;203,400;-27,568483;-27,654822;215,399;-48,613976;-48,678145
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;215,400;-27,654823;-27,708360;221,799;-48,678146;-48,656299
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Multifaixa;3;221,800;-27,708361;-27,714150;222,699;-48,656300;-48,649772
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;Dupla;2;222,700;-27,714151;-27,776563;229,999;-48,649773;-48,634696
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Dupla;2;115,000;-25,541951;-25,787513;142,700;-49,302827;-49,326675
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Dupla;2;115,000;-25,541951;-25,787513;142,700;-49,302827;-49,326675
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;142,701;-25,787513;-26,108853;211,800;-49,326675;-49,784141
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;142,701;-25,787513;-26,108853;211,800;-49,326675;-49,784141
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;Simples;1;0,000;-26,109172;-28,208807;310,240;-49,784422;-50,758695
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;Simples;1;0,000;-26,109172;-28,208807;310,240;-49,784422;-50,758695
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;268,900;-23,607671;-23,617042;273,470;-46,752247;-46,793081
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;273,471;-23,617042;-23,637246;278,700;-46,793081;-46,833628
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;278,701;-23,637246;-23,641506;279,300;-46,833628;-46,837182
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;279,301;-23,641506;-23,780182;297,800;-46,837182;-46,915774
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;297,801;-23,780182;-23,783370;298,200;-46,915774;-46,914454
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;298,201;-23,783370;-23,820175;303,000;-46,914454;-46,924788
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;303,001;-23,820175;-23,828568;304,000;-46,924788;-46,926948
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;304,001;-23,828568;-24,048677;347,160;-46,926948;-47,198641
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;347,161;-24,048677;-24,051800;348,900;-47,198641;-47,213281
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;348,901;-24,051800;-24,143192;366,000;-47,213281;-47,285828
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;366,001;-24,143192;-24,314717;402,300;-47,285828;-47,522154
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;402,301;-24,314717;-24,317820;403,180;-47,522154;-47,529777
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;403,181;-24,317820;-24,333595;411,000;-47,529777;-47,600769
