concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_perfil_de_terreno;km_m_inicial;latitude_inicial;longitude_inicial;latitude_final;km_m_final;longitude_final
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Perfil Ondulado;10,769;-25,372031;-49,135563;-25,370614;9,486;-49,124090
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Perfil Ondulado;5,534;-25,365123;-49,090017;-25,363994;5,019;-49,085013
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Perfil Ondulado;3,209;-25,357605;-49,070844;-25,354361;2,380;-49,064814
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Perfil Ondulado;1,514;-25,350813;-49,058570;-25,349142;0,965;-49,053522
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Perfil Montanhoso;0,520;-25,347796;-49,049409;-25,346001;0,085;-49,045532
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;71,100;-25,345555;-49,044906;-25,343349;70,965;-49,042561
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;70,392;-25,339567;-49,038868;-25,337252;70,055;-49,036653
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;70,054;-25,337251;-49,036652;-25,332948;69,459;-49,032993
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;66,065;-25,310313;-49,010563;-25,306942;64,460;-48,997406
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;64,459;-25,306941;-48,997405;-25,306523;63,840;-48,991615
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;61,549;-25,304499;-48,969522;-25,303128;61,076;-48,965212
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;62,577;-25,307593;-48,979277;-25,304500;61,550;-48,969523
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;59,109;-25,304811;-48,946002;-25,302599;58,645;-48,941960
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;56,934;-25,289604;-48,933489;-25,285358;56,380;-48,930486
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;57,799;-25,296109;-48,937767;-25,292021;57,220;-48,934370
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;54,854;-25,274087;-48,922102;-25,271096;54,453;-48,919880
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;54,452;-25,271095;-48,919879;-25,267521;54,000;-48,917306
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;53,319;-25,261970;-48,914474;-25,258427;52,916;-48,913554
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;51,738;-25,249251;-48,908438;-25,245731;51,090;-48,903484
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;51,089;-25,245730;-48,903483;-25,240039;50,385;-48,904662
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;46,120;-25,205820;-48,895313;-25,202149;45,695;-48,896108
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;45,694;-25,202148;-48,896107;-25,196935;44,995;-48,892597
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;44,994;-25,196934;-48,892596;-25,195120;44,665;-48,889965
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;44,664;-25,195119;-48,889964;-25,190049;43,895;-48,884169
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;43,894;-25,190048;-48,884168;-25,182768;42,616;-48,879050
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;40,649;-25,171779;-48,867566;-25,170194;40,450;-48,867178
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;40,449;-25,170193;-48,867177;-25,168698;40,289;-48,866537
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;39,780;-25,165303;-48,863071;-25,160585;39,205;-48,862118
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;39,204;-25,160584;-48,862117;-25,158468;38,988;-48,861744
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;38,987;-25,158467;-48,861743;-25,155634;38,658;-48,861277
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;38,657;-25,155633;-48,861276;-25,153563;38,420;-48,860824
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;37,239;-25,143496;-48,857201;-25,141375;37,000;-48,856297
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;36,516;-25,137188;-48,856891;-25,131767;35,915;-48,857314
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;34,339;-25,117596;-48,854058;-25,115059;33,985;-48,851645
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;33,533;-25,115201;-48,847343;-25,110701;32,947;-48,845193
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;32,249;-25,109857;-48,839137;-25,108534;31,935;-48,836395
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;32,946;-25,110700;-48,845192;-25,109858;32,250;-48,839138
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;31,554;-25,107433;-48,832876;-25,108365;31,266;-48,830125
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;30,829;-25,108518;-48,826000;-25,107541;30,430;-48,822214
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;30,084;-25,108155;-48,818919;-25,109641;29,795;-48,816503
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;29,794;-25,109640;-48,816502;-25,111831;28,105;-48,802733
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;28,104;-25,111830;-48,802732;-25,110202;27,504;-48,797677
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;27,503;-25,110201;-48,797676;-25,108683;26,950;-48,792125
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;26,529;-25,107676;-48,788160;-25,108968;26,295;-48,786601
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;26,294;-25,108967;-48,786600;-25,110440;26,095;-48,785475
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;25,913;-25,111116;-48,783838;-25,111477;25,775;-48,782511
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;25,774;-25,111476;-48,782510;-25,111602;25,590;-48,780537
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;25,171;-25,111741;-48,776574;-25,111870;24,720;-48,771984
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;24,719;-25,111869;-48,771983;-25,112263;24,330;-48,768055
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;24,329;-25,112262;-48,768054;-25,111716;24,125;-48,766216
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;24,124;-25,111715;-48,766215;-25,113304;23,708;-48,762610
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;23,438;-25,113948;-48,760145;-25,111052;22,631;-48,752957
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;21,819;-25,108762;-48,745251;-25,105531;21,145;-48,739627
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;20,539;-25,102354;-48,734952;-25,101837;19,500;-48,725322
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;19,069;-25,102989;-48,721148;-25,104878;18,480;-48,715622
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;18,149;-25,104326;-48,712310;-25,103798;17,810;-48,709054
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;17,534;-25,103396;-48,706514;-25,103403;17,100;-48,702158
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;16,268;-25,099973;-48,694883;-25,099813;16,000;-48,692306
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;13,094;-25,097520;-48,665920;-25,097997;12,685;-48,661836
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;12,684;-25,097996;-48,661835;-25,097871;12,275;-48,657919
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;11,662;-25,095439;-48,652371;-25,092800;11,238;-48,649385
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;11,237;-25,092799;-48,649384;-25,087326;10,505;-48,644635
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;10,037;-25,087081;-48,643922;-25,085245;9,725;-48,641594
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;8,712;-25,083355;-48,630881;-25,081780;8,179;-48,625820
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;7,764;-25,081004;-48,622096;-25,081651;7,459;-48,619247
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;6,999;-25,082458;-48,614838;-25,085188;6,400;-48,610528
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;6,399;-25,085187;-48,610527;-25,087172;6,039;-48,607953
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;5,599;-25,086863;-48,603658;-25,085629;5,400;-48,602213
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;5,079;-25,083429;-48,600164;-25,081059;4,768;-48,598131
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;4,767;-25,081058;-48,598130;-25,077357;4,238;-48,594965
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;2,569;-25,067952;-48,582977;-25,067047;2,335;-48,581040
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;2,334;-25,067046;-48,581039;-25,066201;2,120;-48,579069
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;2,119;-25,066200;-48,579068;-25,066685;1,835;-48,576385
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Montanhoso;1,834;-25,066684;-48,576384;-25,066439;1,460;-48,572793
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;1,369;-25,065974;-48,572187;-25,063735;1,075;-48,570527
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Perfil Ondulado;0,740;-25,063332;-48,567665;-25,060038;0,000;-48,562347
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;568,395;-25,059196;-48,559721;-25,057189;567,757;-48,555583
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;566,769;-25,051813;-48,550244;-25,047565;566,057;-48,545424
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;561,638;-25,024705;-48,519659;-25,023554;561,335;-48,517253
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;560,935;-25,020488;-48,516043;-25,019209;560,668;-48,513767
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;560,456;-25,018976;-48,511803;-25,010497;559,362;-48,507757
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;555,999;-24,983206;-48,504667;-24,979675;555,455;-48,504386
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;555,454;-24,979674;-48,504385;-24,976122;554,570;-48,500775
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;553,839;-24,975387;-48,495339;-24,973777;553,515;-48,492711
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;553,365;-24,972906;-48,491448;-24,970603;553,000;-48,488939
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;551,625;-24,967498;-48,478889;-24,966391;551,272;-48,475921
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;550,363;-24,966133;-48,468812;-24,966931;550,202;-48,467529
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;550,008;-24,966651;-48,465748;-24,965446;549,533;-48,463217
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;549,256;-24,966339;-48,460821;-24,968253;548,419;-48,454452
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;548,185;-24,967307;-48,452313;-24,966667;547,734;-48,449590
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;547,600;-24,967334;-48,448431;-24,968837;547,101;-48,443897
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;547,100;-24,968836;-48,443896;-24,968240;546,712;-48,441706
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;545,633;-24,965561;-48,432939;-24,962902;545,148;-48,429119
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;544,711;-24,964001;-48,426892;-24,962950;544,299;-48,423478
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;541,751;-24,971406;-48,405101;-24,972754;541,468;-48,402598
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;523,658;-24,917260;-48,256971;-24,912482;523,020;-48,253150
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;523,019;-24,912481;-48,253149;-24,906315;522,245;-48,249597
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;521,894;-24,904013;-48,248062;-24,901852;521,620;-48,246631
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;521,264;-24,899075;-48,244781;-24,893435;520,074;-48,235683
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;516,839;-24,881211;-48,212749;-24,864090;514,451;-48,212859
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;514,048;-24,861408;-48,213787;-24,857443;513,360;-48,212246
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;512,823;-24,853849;-48,210045;-24,849937;512,356;-48,209762
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;512,189;-24,848903;-48,210736;-24,844438;511,207;-48,211400
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;510,908;-24,842715;-48,212722;-24,835858;510,110;-48,213706
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;509,339;-24,831412;-48,211826;-24,825814;508,495;-48,209251
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;508,494;-24,825813;-48,209250;-24,816755;507,315;-48,209944
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;505,960;-24,807156;-48,213013;-24,804468;505,645;-48,211879
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;504,999;-24,798892;-48,211220;-24,796808;504,595;-48,208648
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;504,129;-24,792626;-48,207495;-24,787066;503,297;-48,203447
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;503,296;-24,787065;-48,203446;-24,782268;502,725;-48,204117
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;502,724;-24,782267;-48,204116;-24,779712;501,493;-48,194748
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;500,479;-24,784825;-48,187072;-24,787986;500,005;-48,183912
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;496,849;-24,767959;-48,169355;-24,763242;496,225;-48,165824
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;496,224;-24,763241;-48,165823;-24,757326;495,480;-48,163191
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;489,254;-24,732622;-48,112342;-24,731426;488,965;-48,109949
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;362,463;-24,127094;-47,272308;-24,124879;362,192;-47,271557
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;361,481;-24,120976;-47,267902;-24,117389;360,911;-47,267611
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;360,415;-24,113933;-47,269884;-24,111050;359,652;-47,265555
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;360,910;-24,117388;-47,267610;-24,113934;360,416;-47,269885
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;359,320;-24,110597;-47,268701;-24,108146;358,778;-47,265492
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;357,750;-24,102705;-47,259221;-24,094985;356,432;-47,256041
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;355,135;-24,084398;-47,254119;-24,051782;348,833;-47,212692
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;347,760;-24,051628;-47,203082;-24,037227;345,285;-47,188883
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;344,826;-24,034968;-47,185485;-24,030609;344,000;-47,178973
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;343,660;-24,029102;-47,176726;-24,021573;342,636;-47,172238
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;342,011;-24,016933;-47,168848;-24,011004;341,237;-47,165176
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;341,236;-24,011003;-47,165175;-24,004825;340,163;-47,158420
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;340,162;-24,004824;-47,158419;-23,985714;337,317;-47,147893
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;334,643;-23,968267;-47,132828;-23,964553;333,782;-47,125953
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;330,837;-23,951210;-47,102321;-23,943603;329,758;-47,096176
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;324,868;-23,940747;-47,053125;-23,940412;324,450;-47,049022
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;318,398;-23,928087;-46,995324;-23,921553;317,560;-46,991876
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;315,372;-23,903723;-46,991414;-23,900075;314,865;-46,988788
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;311,254;-23,875915;-46,966977;-23,871628;310,470;-46,961452
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;306,378;-23,845826;-46,937258;-23,841148;305,515;-46,931532
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;305,092;-23,837493;-46,930547;-23,828050;303,894;-46,926653
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;303,893;-23,828049;-46,926652;-23,816997;302,597;-46,923996
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;302,596;-23,816996;-46,923995;-23,803081;300,674;-46,918684
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;299,914;-23,797696;-46,914740;-23,788303;298,773;-46,913281
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;298,392;-23,785025;-46,913671;-23,776830;297,430;-46,915325
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;289,204;-23,715963;-46,880451;-23,714209;288,935;-46,879301
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;281,816;-23,659139;-46,851110;-23,655459;281,385;-46,849610
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;281,384;-23,655458;-46,849609;-23,650625;280,718;-46,846452
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;280,717;-23,650624;-46,846451;-23,647261;280,177;-46,842629
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Ondulado;278,793;-23,638127;-46,834309;-23,635838;278,347;-46,830815
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;278,070;-23,635826;-46,828266;-23,634781;277,651;-46,824768
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Perfil Montanhoso;269,214;-23,608746;-46,755072;-23,607671;268,900;-46,752247
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;517,900;-15,697705;-56,165555;-15,692801;518,400;-56,167960
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;518,600;-15,692801;-56,167960;-14,456904;519,200;-56,141978
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;522,301;-15,662219;-56,185812;-15,653922;523,400;-56,191510
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;517,000;-15,701787;-56,157901;-15,697705;517,800;-56,165555
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;514,301;-15,706077;-56,135297;-15,706315;514,900;-56,140882
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;516,401;-15,702188;-56,154574;-15,701787;516,800;-56,157901
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;508,200;-15,699380;-56,082444;-15,696414;508,800;-56,088212
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;507,501;-15,702058;-56,077598;-15,699380;508,100;-56,082444
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;510,201;-15,693242;-56,100588;-14,508038;510,600;-56,202083
CRO;2016;BR-70/MT;Principal;Crescente;Perfil Plano;523,500;-15,653922;-56,191510;-15,651300;523,800;-56,194065
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;2,100;-21,879749;-42,681513;-21,884078;2,592;-42,680101
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;2,593;-21,884078;-42,680101;-21,887966;3,031;-42,679212
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;3,481;-21,891784;-42,680035;-21,894336;3,833;-42,681364
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;4,622;-21,899258;-42,686832;-21,903165;5,222;-42,691044
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;3,834;-21,894336;-42,681364;-21,899258;4,621;-42,686832
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;5,223;-21,903165;-42,691044;-21,908183;5,795;-42,690621
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;5,796;-21,908183;-42,690621;-21,911094;6,218;-42,693201
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;3,032;-21,887966;-42,679212;-21,891784;3,480;-42,680035
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;6,219;-21,911094;-42,693201;-21,915116;6,722;-42,695309
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;15,426;-21,972883;-42,746273;-21,978076;16,032;-42,748452
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;6,723;-21,915116;-42,695309;-21,920280;7,317;-42,697000
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;7,318;-21,920280;-42,697000;-21,923216;7,786;-42,700193
