concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_perfil_de_terreno;km_m_inicial;latitude_inicial;longitude_inicial;latitude_final;km_m_final;longitude_final
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;112,601;-26,781800;-50,346197;-26,782200;112,640;-50,346068
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;112,641;-26,782200;-50,346068;-26,783100;112,740;-50,345787
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;112,741;-26,783100;-50,345787;-26,784600;112,920;-50,345281
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;112,921;-26,784600;-50,345281;-26,785400;113,120;-50,345103
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;113,121;-26,785400;-50,345103;-26,787900;113,300;-50,344219
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;113,301;-26,787900;-50,344219;-26,789100;113,440;-50,343827
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;113,441;-26,789100;-50,343827;-26,792600;113,850;-50,342686
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;113,851;-26,792600;-50,342686;-26,793500;113,950;-50,342405
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;113,951;-26,793500;-50,342405;-26,797400;114,340;-50,341119
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;114,341;-26,797400;-50,341119;-26,798300;114,440;-50,340830
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;114,441;-26,798300;-50,340830;-26,801800;115,080;-50,338765
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,081;-26,801800;-50,338765;-26,803000;115,240;-50,339688
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,241;-26,803000;-50,339688;-26,805100;115,530;-50,341407
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,531;-26,805100;-50,341407;-26,805800;115,630;-50,342010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,631;-26,805800;-50,342010;-26,807400;115,850;-50,343356
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,851;-26,807400;-50,343356;-26,808300;115,990;-50,344149
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;115,991;-26,808300;-50,344149;-26,810900;116,360;-50,346309
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,361;-26,810900;-50,346309;-26,811700;116,460;-50,346913
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,461;-26,811700;-50,346913;-26,812500;116,580;-50,347605
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,581;-26,812500;-50,347605;-26,813400;116,700;-50,348325
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,701;-26,813400;-50,348325;-26,814000;116,790;-50,348867
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,791;-26,814000;-50,348867;-26,815400;116,990;-50,350076
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;116,991;-26,815400;-50,350076;-26,818500;117,340;-50,350854
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;117,341;-26,818500;-50,350854;-26,820100;117,520;-50,351058
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;117,521;-26,820100;-50,351058;-26,820872;117,670;-50,352219
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;117,671;-26,820872;-50,352219;-26,820945;117,770;-50,353219
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;117,771;-26,820945;-50,353219;-26,820933;117,900;-50,354526
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;117,901;-26,820933;-50,354526;-26,821300;118,100;-50,356473
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;118,101;-26,821300;-50,356473;-26,821600;118,210;-50,357528
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;118,211;-26,821600;-50,357528;-26,822100;118,350;-50,358853
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;118,351;-26,822100;-50,358853;-26,822900;118,650;-50,361712
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;118,651;-26,822900;-50,361712;-26,823300;118,790;-50,363049
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;118,791;-26,823300;-50,363049;-26,824600;119,220;-50,367294
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;119,221;-26,824600;-50,367294;-26,827400;120,200;-50,376574
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,201;-26,827400;-50,376574;-26,827700;120,300;-50,377532
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,301;-26,827700;-50,377532;-26,827900;120,380;-50,378287
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,381;-26,827900;-50,378287;-26,828600;120,620;-50,380576
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,621;-26,828600;-50,380576;-26,829200;120,820;-50,382485
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,821;-26,829200;-50,382485;-26,829500;120,940;-50,383626
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,941;-26,829500;-50,383626;-26,829700;120,980;-50,384009
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;120,981;-26,829700;-50,384009;-26,830100;121,120;-50,385310
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;121,121;-26,830100;-50,385310;-26,830400;121,220;-50,386280
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;121,221;-26,830400;-50,386280;-26,830600;121,320;-50,387236
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;121,321;-26,830600;-50,387236;-26,835100;122,010;-50,391368
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,011;-26,835100;-50,391368;-26,836200;122,140;-50,391834
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,141;-26,836200;-50,391834;-26,836900;122,230;-50,392151
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,231;-26,836900;-50,392151;-26,837700;122,330;-50,392668
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,331;-26,837700;-50,392668;-26,840000;122,730;-50,395819
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,731;-26,840000;-50,395819;-26,840500;122,830;-50,396625
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,831;-26,840500;-50,396625;-26,841200;122,950;-50,397594
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;122,951;-26,841200;-50,397594;-26,841700;123,050;-50,398412
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;123,051;-26,841700;-50,398412;-26,843600;123,300;-50,399802
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;123,301;-26,843600;-50,399802;-26,844400;123,400;-50,400197
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;123,401;-26,844400;-50,400197;-26,848500;124,020;-50,404239
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;124,021;-26,848500;-50,404239;-26,849600;124,140;-50,404922
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;124,141;-26,849600;-50,404922;-26,853000;124,540;-50,405503
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;124,541;-26,853000;-50,405503;-26,854200;124,680;-50,405163
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;124,681;-26,854200;-50,405163;-26,857100;125,020;-50,404259
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,021;-26,857100;-50,404259;-26,859800;125,320;-50,404356
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,321;-26,859800;-50,404356;-26,861500;125,490;-50,404461
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,491;-26,861500;-50,404461;-26,862900;125,670;-50,404583
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,671;-26,862900;-50,404583;-26,863700;125,760;-50,404920
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,761;-26,863700;-50,404920;-26,865300;125,980;-50,406163
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;125,981;-26,865300;-50,406163;-26,867300;126,230;-50,407693
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;126,231;-26,867300;-50,407693;-26,868200;126,350;-50,408397
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;126,351;-26,868200;-50,408397;-26,870100;126,640;-50,410279
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;126,641;-26,870100;-50,410279;-26,871100;126,860;-50,412203
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;126,861;-26,871100;-50,412203;-26,871600;127,020;-50,413345
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,021;-26,871600;-50,413345;-26,872100;127,100;-50,414229
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,101;-26,872100;-50,414229;-26,872700;127,240;-50,415469
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,241;-26,872700;-50,415469;-26,873200;127,360;-50,416534
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,361;-26,873200;-50,416534;-26,873500;127,450;-50,417294
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,451;-26,873500;-50,417294;-26,874200;127,600;-50,418620
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,601;-26,874200;-50,418620;-26,875100;127,870;-50,421132
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;127,871;-26,875100;-50,421132;-26,875000;128,110;-50,423556
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;128,111;-26,875000;-50,423556;-26,875500;128,300;-50,425412
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;128,301;-26,875500;-50,425412;-26,876300;128,430;-50,426306
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;128,431;-26,876300;-50,426306;-26,878300;128,680;-50,427420
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;128,681;-26,878300;-50,427420;-26,879400;128,820;-50,428050
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;128,821;-26,879400;-50,428050;-26,880900;129,000;-50,429090
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;129,001;-26,880900;-50,429090;-26,881800;129,090;-50,429366
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;129,091;-26,881800;-50,429366;-26,882400;129,170;-50,429703
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;129,171;-26,882400;-50,429703;-26,883000;129,250;-50,430062
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;129,251;-26,883000;-50,430062;-26,888400;129,910;-50,433046
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;129,911;-26,888400;-50,433046;-26,888800;130,020;-50,433533
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;130,021;-26,888800;-50,433533;-26,898800;131,120;-50,436194
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;131,121;-26,898800;-50,436194;-26,900300;131,310;-50,437043
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;131,311;-26,900300;-50,437043;-26,902700;131,600;-50,438364
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;131,601;-26,902700;-50,438364;-26,903500;131,700;-50,438815
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;131,701;-26,903500;-50,438815;-26,905500;131,950;-50,439943
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;131,951;-26,905500;-50,439943;-26,906200;132,050;-50,440329
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;132,051;-26,906200;-50,440329;-26,908400;132,330;-50,441592
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;132,331;-26,908400;-50,441592;-26,909100;132,410;-50,441954
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;132,411;-26,909100;-50,441954;-26,911900;132,770;-50,443550
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;132,771;-26,911900;-50,443550;-26,913500;132,970;-50,444452
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;132,971;-26,913500;-50,444452;-26,925600;134,560;-50,440243
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;134,561;-26,925600;-50,440243;-26,926000;134,680;-50,439095
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;134,681;-26,926000;-50,439095;-26,933000;135,720;-50,433582
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;135,721;-26,933000;-50,433582;-26,933900;135,820;-50,433303
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;135,821;-26,933900;-50,433303;-26,939800;136,260;-50,430392
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;136,261;-26,939800;-50,430392;-26,940500;136,340;-50,430069
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;136,341;-26,940500;-50,430069;-26,940700;136,370;-50,429970
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;136,371;-26,940700;-50,429970;-26,942500;136,590;-50,429098
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;136,591;-26,942500;-50,429098;-26,943600;136,750;-50,428986
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;136,751;-26,943600;-50,428986;-26,942200;136,830;-50,429312
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;136,831;-26,942200;-50,429312;-26,944400;137,090;-50,429096
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,091;-26,944400;-50,429096;-26,946000;137,270;-50,429307
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,271;-26,946000;-50,429307;-26,946600;137,340;-50,429251
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,341;-26,946600;-50,429251;-26,947700;137,460;-50,428856
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,461;-26,947700;-50,428856;-26,949000;137,620;-50,428254
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,621;-26,949000;-50,428254;-26,950000;137,750;-50,427584
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;137,751;-26,950000;-50,427584;-26,952800;138,190;-50,424446
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,191;-26,952800;-50,424446;-26,953600;138,320;-50,423519
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,321;-26,953600;-50,423519;-26,954100;138,390;-50,423020
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,391;-26,954100;-50,423020;-26,954600;138,470;-50,422441
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,471;-26,954600;-50,422441;-26,954800;138,500;-50,422195
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,501;-26,954800;-50,422195;-26,955400;138,810;-50,421460
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,811;-26,955400;-50,421460;-26,957200;138,880;-50,419561
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;138,881;-26,957200;-50,419561;-26,957900;139,000;-50,418738
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;139,001;-26,957900;-50,418738;-26,956600;139,190;-50,420139
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;139,191;-26,956600;-50,420139;-26,958000;139,410;-50,418568
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;139,411;-26,958000;-50,418568;-26,961300;139,920;-50,414904
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;139,921;-26,961300;-50,414904;-26,964900;140,090;-50,410822
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;140,091;-26,964900;-50,410822;-26,967800;140,540;-50,407796
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;140,541;-26,967800;-50,407796;-26,969000;140,690;-50,407158
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;140,691;-26,969000;-50,407158;-26,971500;141,050;-50,404980
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,051;-26,971500;-50,404980;-26,972100;141,150;-50,404169
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,151;-26,972100;-50,404169;-26,972700;141,270;-50,403244
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,271;-26,972700;-50,403244;-26,973200;141,370;-50,402446
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,371;-26,973200;-50,402446;-26,974800;141,650;-50,400186
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,651;-26,974800;-50,400186;-26,975500;141,790;-50,399059
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;141,791;-26,975500;-50,399059;-26,978500;142,220;-50,396288
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;142,221;-26,978500;-50,396288;-26,980300;142,460;-50,395026
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;142,461;-26,980300;-50,395026;-26,981700;142,630;-50,394115
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;142,631;-26,981700;-50,394115;-26,983100;142,810;-50,393211
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;142,811;-26,983100;-50,393211;-26,984900;143,030;-50,393156
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;143,031;-26,984900;-50,393156;-26,986500;143,250;-50,394439
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;143,251;-26,986500;-50,394439;-26,988300;143,470;-50,395397
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;143,471;-26,988300;-50,395397;-26,989400;143,590;-50,395457
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;143,591;-26,989400;-50,395457;-26,995500;145,060;-50,406200
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,061;-26,995500;-50,406200;-26,995300;145,160;-50,407191
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,161;-26,995300;-50,407191;-26,995200;145,270;-50,408279
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,271;-26,995200;-50,408279;-26,994900;145,390;-50,409474
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,391;-26,994900;-50,409474;-26,994800;145,490;-50,410461
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,491;-26,994800;-50,410461;-26,994700;145,590;-50,411459
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,591;-26,994700;-50,411459;-26,995700;145,790;-50,413024
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,791;-26,995700;-50,413024;-26,996900;145,930;-50,413484
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;145,931;-26,996900;-50,413484;-26,999800;146,310;-50,414545
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;146,311;-26,999800;-50,414545;-27,001300;146,480;-50,415075
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;146,481;-27,001300;-50,415075;-27,005900;147,000;-50,417217
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;147,001;-27,005900;-50,417217;-27,006500;147,100;-50,417592
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;147,101;-27,006500;-50,417592;-27,008800;147,390;-50,418832
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;147,391;-27,008800;-50,418832;-27,009700;147,490;-50,419095
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;147,491;-27,009700;-50,419095;-27,015000;148,110;-50,421180
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,111;-27,015000;-50,421180;-27,015600;148,190;-50,421537
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,191;-27,015600;-50,421537;-27,017500;148,420;-50,422562
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,421;-27,017500;-50,422562;-27,019700;148,680;-50,423228
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,681;-27,019700;-50,423228;-27,021200;148,870;-50,422472
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,871;-27,021200;-50,422472;-27,021900;148,970;-50,421821
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;148,971;-27,021900;-50,421821;-27,024500;149,300;-50,419975
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;149,301;-27,024500;-50,419975;-27,025800;149,450;-50,420553
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;149,451;-27,025800;-50,420553;-27,027900;149,820;-50,423383
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;149,821;-27,027900;-50,423383;-27,028300;149,920;-50,424252
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;149,921;-27,028300;-50,424252;-27,029200;150,080;-50,425184
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;150,081;-27,029200;-50,425184;-27,029500;150,120;-50,425382
